Review ID,Month,Property ID,Property Address,Borough,Neighborhood,Asset Type,Property Manager,Finding Owner,Review Type,Issue Category,Severity,Status,Finding Description,Recommendation,Recommended Follow-Up Priority
REV-0000917,2025-08-01,PROP-0112,45 EAST 80 STREET,Manhattan,UPPER EAST SIDE (79-96),Multifamily Condo,Riley Chen,Nadia Williams,Vendor Invoice Review,Late payment; Approval status: Pending,Medium,Open,"Invoice INV-0112-08-06803 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000583,2025-08-01,PROP-0123,2185 ADAM C. POWELL BOULEVARD,Manhattan,HARLEM-CENTRAL,Retail-Adjacent Condo,Riley Chen,Casey Rivera,Vendor Invoice Review,Missing GL code,Medium,Open,Invoice INV-0123-08-07454 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000109,2025-08-01,PROP-0034,525 PARK AVENUE,Manhattan,UPPER EAST SIDE (59-79),Retail-Adjacent Condo,Samira Khan,Taylor Morgan,Vendor Invoice Review,Missing GL code,Medium,Open,Invoice INV-0034-08-02080 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000623,2025-08-01,PROP-0056,3015 BRIGHTON 6 STREET,Brooklyn,BRIGHTON BEACH,Mixed-Use Condo,Samira Khan,Drew Thompson,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0056-08-03413 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001234,2025-08-01,PROP-0061,4215 PARK AVENUE,Bronx,BATHGATE,Multifamily Condo,Samira Khan,Taylor Morgan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-08-01. Expense variance -6.7%; income variance -10.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0002083,2025-08-01,PROP-0061,4215 PARK AVENUE,Bronx,BATHGATE,Multifamily Condo,Samira Khan,Avery Johnson,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0000299,2025-08-01,PROP-0120,456 FLUSHING AVENUE,Brooklyn,BEDFORD STUYVESANT,Mixed-Use Condo,Samira Khan,Nadia Williams,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0120-08-07271 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001381,2025-08-01,PROP-0144,123 3 AVENUE,Manhattan,EAST VILLAGE,Multifamily Condo,Samira Khan,Casey Rivera,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-08-01. Expense variance 12.8%; income variance -5.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001250,2025-08-01,PROP-0161,491 GREENWICH STREET,Manhattan,SOHO,Multifamily Condo,Samira Khan,Drew Thompson,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-08-01. Expense variance 17.4%; income variance -0.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0002193,2025-08-01,PROP-0161,491 GREENWICH STREET,Manhattan,SOHO,Multifamily Condo,Samira Khan,Samira Khan,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000094,2025-08-01,PROP-0169,885 AVENUE OF THE AMERICA,Manhattan,FASHION,Multifamily Condo,Samira Khan,Cameron Brooks,Vendor Invoice Review,Late payment; Missing GL code,Medium,Open,"Invoice INV-0169-08-10193 requires review: Late payment, Missing GL code.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000292,2025-08-01,PROP-0048,220 WEST 148 STREET,Manhattan,HARLEM-CENTRAL,Multifamily Condo,Taylor Morgan,Taylor Morgan,Vendor Invoice Review,Missing GL code,Medium,In Review,Invoice INV-0048-08-02939 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001474,2025-08-01,PROP-0054,35 WEST END AVENUE,Brooklyn,MANHATTAN BEACH,Multifamily Condo,Taylor Morgan,Casey Rivera,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-08-01. Expense variance -0.7%; income variance -9.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000703,2025-08-01,PROP-0088,148 EAST 24 STREET,Manhattan,GRAMERCY,Multifamily Condo,Taylor Morgan,Taylor Morgan,Vendor Invoice Review,Late payment; Approval status: Rejected,Medium,In Review,"Invoice INV-0088-08-05376 requires review: Late payment, Approval status: Rejected.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000571,2025-08-01,PROP-0091,321 5 AVENUE,Manhattan,MURRAY HILL,Residential Condo,Taylor Morgan,Drew Thompson,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0091-08-05550 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001288,2025-08-01,PROP-0132,1 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Multifamily Condo,Taylor Morgan,Cameron Brooks,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-08-01. Expense variance 18.1%; income variance -3.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001984,2025-08-01,PROP-0140,80 RICHMOND HILL ROAD,Staten Island,NEW SPRINGVILLE,Multifamily Condo,Taylor Morgan,Avery Johnson,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0000081,2025-07-01,PROP-0030,200 SOUTH 2 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Multifamily Condo,Avery Johnson,Avery Johnson,Vendor Invoice Review,Approval status: Rejected,Medium,In Review,Invoice INV-0030-07-01848 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001471,2025-07-01,PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Retail-Adjacent Condo,Avery Johnson,Nadia Williams,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-07-01. Expense variance 19.0%; income variance -4.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0002091,2025-07-01,PROP-0078,250 EAST HOUSTON STREET,Manhattan,ALPHABET CITY,Multifamily Condo,Avery Johnson,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001598,2025-07-01,PROP-0093,269 EAST BURNSIDE AVENUE,Bronx,FORDHAM,Multifamily Condo,Avery Johnson,Cameron Brooks,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-07-01. Expense variance 3.7%; income variance -8.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001428,2025-07-01,PROP-0141,645 LEFFERTS AVENUE,Brooklyn,FLATBUSH-NORTH,Mixed-Use Condo,Avery Johnson,Cameron Brooks,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-07-01. Expense variance 13.9%; income variance -8.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001749,2025-07-01,PROP-0152,2803 OCEAN PARKWAY,Brooklyn,BRIGHTON BEACH,Residential Condo,Avery Johnson,Cameron Brooks,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001314,2025-07-01,PROP-0158,31 NORTH MOORE STREET,Manhattan,TRIBECA,Multifamily Condo,Avery Johnson,Morgan Patel,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-07-01. Expense variance 13.8%; income variance -0.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001960,2025-07-01,PROP-0002,7 NAVY PIER COURT,Staten Island,TOMPKINSVILLE,Mixed-Use Condo,Cameron Brooks,Casey Rivera,Operations/SLA Review,Overdue work order,Medium,Open,Low priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001649,2025-07-01,PROP-0133,9 BARROW STREET,Manhattan,GREENWICH VILLAGE-WEST,Residential Condo,Cameron Brooks,Jordan Lee,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-07-01. Expense variance 11.6%; income variance -9.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000992,2025-07-01,PROP-0138,63-36 99 STREET,Queens,REGO PARK,Multifamily Condo,Cameron Brooks,Morgan Patel,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0138-07-08344 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000030,2025-07-01,PROP-0167,220 WEST BROADWAY,Manhattan,TRIBECA,Multifamily Condo,Cameron Brooks,Samira Khan,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0167-07-10074 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000216,2025-07-01,PROP-0060,200 EAST 58 STREET,Manhattan,MIDTOWN EAST,Multifamily Condo,Casey Rivera,Riley Chen,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0060-07-03660 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001263,2025-07-01,PROP-0060,200 EAST 58 STREET,Manhattan,MIDTOWN EAST,Multifamily Condo,Casey Rivera,Jordan Lee,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-07-01. Expense variance 13.5%; income variance -2.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001301,2025-07-01,PROP-0027,30 WEST 9 STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Multifamily Condo,Drew Thompson,Nadia Williams,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-07-01. Expense variance 19.6%; income variance -9.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001799,2025-07-01,PROP-0036,130 BRADHURST AVENUE,Manhattan,HARLEM-CENTRAL,Multifamily Condo,Drew Thompson,Jordan Lee,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001104,2025-07-01,PROP-0101,63-26 99 STREET,Queens,REGO PARK,Multifamily Condo,Drew Thompson,Drew Thompson,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0101-07-06127 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001490,2025-07-01,PROP-0109,121 WELLINGTON COURT,Staten Island,NEW SPRINGVILLE,Multifamily Condo,Drew Thompson,Casey Rivera,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-07-01. Expense variance 19.1%; income variance -5.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001273,2025-07-01,PROP-0150,42 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Drew Thompson,Casey Rivera,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-07-01. Expense variance 4.9%; income variance -10.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0002188,2025-07-01,PROP-0162,56 COURT STREET,Brooklyn,BROOKLYN HEIGHTS,Multifamily Condo,Drew Thompson,Taylor Morgan,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001842,2025-07-01,PROP-0173,420 LEXINGTON AVENUE,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Drew Thompson,Drew Thompson,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0000350,2025-07-01,PROP-0004,21 EAST 66 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Jordan Lee,Cameron Brooks,Vendor Invoice Review,Approval status: Rejected,Medium,In Review,Invoice INV-0004-07-00234 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001985,2025-07-01,PROP-0004,21 EAST 66 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Jordan Lee,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000355,2025-07-01,PROP-0089,136-17 MAPLE AVENUE,Queens,FLUSHING-NORTH,Multifamily Condo,Jordan Lee,Samira Khan,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0089-07-05424 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001502,2025-07-01,PROP-0107,2 ELMWOOD PARK DRIVE,Staten Island,NEW SPRINGVILLE,Residential Condo,Jordan Lee,Jordan Lee,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-07-01. Expense variance 10.6%; income variance -10.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001645,2025-07-01,PROP-0129,520 EAST 81 STREET,Manhattan,UPPER EAST SIDE (79-96),Residential Condo,Jordan Lee,Avery Johnson,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-07-01. Expense variance 17.5%; income variance -11.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000464,2025-07-01,PROP-0151,140 NORTH 6 STREET,Brooklyn,WILLIAMSBURG-NORTH,Multifamily Condo,Jordan Lee,Casey Rivera,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0151-07-09124 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001143,2025-07-01,PROP-0008,145 LINCOLN AVENUE,Staten Island,GRANT CITY,Multifamily Condo,Morgan Patel,Drew Thompson,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0008-07-00481 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000135,2025-07-01,PROP-0070,48 EAST END AVENUE,Manhattan,UPPER EAST SIDE (79-96),Multifamily Condo,Morgan Patel,Cameron Brooks,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0070-07-04278 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001423,2025-07-01,PROP-0070,48 EAST END AVENUE,Manhattan,UPPER EAST SIDE (79-96),Multifamily Condo,Morgan Patel,Nadia Williams,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-07-01. Expense variance 18.5%; income variance -8.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001113,2025-07-01,PROP-0075,61-05 39 AVENUE,Queens,WOODSIDE,Multifamily Condo,Morgan Patel,Casey Rivera,Vendor Invoice Review,Potential duplicate invoice,Medium,In Review,Invoice INV-0075-01-04554 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000235,2025-07-01,PROP-0163,118-82 METROPOLITAN AVENUE,Queens,KEW GARDENS,Residential Condo,Nadia Williams,Taylor Morgan,Vendor Invoice Review,Missing GL code,Medium,In Review,Invoice INV-0163-07-09823 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000810,2025-07-01,PROP-0003,113 ELDRIDGE STREET,Manhattan,LOWER EAST SIDE,Mixed-Use Condo,Riley Chen,Riley Chen,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0003-07-00166 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001065,2025-07-01,PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Multifamily Condo,Riley Chen,Avery Johnson,Vendor Invoice Review,Missing GL code,Medium,Open,Invoice INV-0016-07-00991 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001667,2025-07-01,PROP-0031,40 WEST 55 STREET,Manhattan,MIDTOWN WEST,Residential Condo,Riley Chen,Samira Khan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-07-01. Expense variance 4.1%; income variance -10.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000147,2025-07-01,PROP-0099,30 RUTGERS STREET,Manhattan,LOWER EAST SIDE,Multifamily Condo,Riley Chen,Morgan Patel,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0099-07-06016 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001827,2025-07-01,PROP-0112,45 EAST 80 STREET,Manhattan,UPPER EAST SIDE (79-96),Multifamily Condo,Riley Chen,Avery Johnson,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0002132,2025-07-01,PROP-0123,2185 ADAM C. POWELL BOULEVARD,Manhattan,HARLEM-CENTRAL,Retail-Adjacent Condo,Riley Chen,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,In Review,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0000489,2025-07-01,PROP-0165,102 MADISON STREET,Manhattan,LOWER EAST SIDE,Mixed-Use Condo,Riley Chen,Riley Chen,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0165-07-09963 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001586,2025-07-01,PROP-0017,316 WEST 116 STREET,Manhattan,MANHATTAN VALLEY,Multifamily Condo,Samira Khan,Drew Thompson,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-07-01. Expense variance 12.9%; income variance -8.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001823,2025-07-01,PROP-0056,3015 BRIGHTON 6 STREET,Brooklyn,BRIGHTON BEACH,Mixed-Use Condo,Samira Khan,Morgan Patel,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001929,2025-07-01,PROP-0056,3015 BRIGHTON 6 STREET,Brooklyn,BRIGHTON BEACH,Mixed-Use Condo,Samira Khan,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000624,2025-07-01,PROP-0071,218 WEST 14 STREET,Manhattan,GREENWICH VILLAGE-WEST,Residential Condo,Samira Khan,Drew Thompson,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0071-07-04336 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001080,2025-07-01,PROP-0134,755 40 STREET,Brooklyn,SUNSET PARK,Mixed-Use Condo,Samira Khan,Drew Thompson,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0134-07-08092 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001322,2025-07-01,PROP-0007,51 EAST 131 STREET,Manhattan,HARLEM-CENTRAL,Residential Condo,Taylor Morgan,Drew Thompson,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-07-01. Expense variance 2.2%; income variance -10.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000154,2025-07-01,PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Retail-Adjacent Condo,Taylor Morgan,Drew Thompson,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0024-07-01489 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001553,2025-07-01,PROP-0068,42-83 HUNTER STREET,Queens,LONG ISLAND CITY,Retail-Adjacent Condo,Taylor Morgan,Nadia Williams,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-07-01. Expense variance -2.5%; income variance -9.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000286,2025-07-01,PROP-0100,18 ORCHARD STREET,Manhattan,LOWER EAST SIDE,Residential Condo,Taylor Morgan,Avery Johnson,Vendor Invoice Review,Late payment; Missing GL code,Medium,In Review,"Invoice INV-0100-07-06080 requires review: Late payment, Missing GL code, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001470,2025-07-01,PROP-0105,40-40 75 STREET,Queens,ELMHURST,Mixed-Use Condo,Taylor Morgan,Taylor Morgan,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-07-01. Expense variance 13.5%; income variance -10.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000894,2025-07-01,PROP-0154,195 BALCOM AVENUE,Bronx,THROGS NECK,Multifamily Condo,Taylor Morgan,Cameron Brooks,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0154-07-09302 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001292,2025-06-01,PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Multifamily Condo,Avery Johnson,Avery Johnson,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-06-01. Expense variance 4.9%; income variance -9.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000342,2025-06-01,PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Retail-Adjacent Condo,Avery Johnson,Morgan Patel,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0049-06-02996 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001528,2025-06-01,PROP-0147,155 BAY STREET,Staten Island,NEW BRIGHTON-ST. GEORGE,Mixed-Use Condo,Avery Johnson,Taylor Morgan,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-06-01. Expense variance 2.3%; income variance -9.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001335,2025-06-01,PROP-0158,31 NORTH MOORE STREET,Manhattan,TRIBECA,Multifamily Condo,Avery Johnson,Cameron Brooks,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-06-01. Expense variance 19.8%; income variance -5.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000378,2025-06-01,PROP-0028,40-01 LITTLE NECK PARKWAY,Queens,LITTLE NECK,Multifamily Condo,Cameron Brooks,Morgan Patel,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0028-06-01715 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000680,2025-06-01,PROP-0067,401 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Residential Condo,Cameron Brooks,Jordan Lee,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0067-06-04093 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000685,2025-06-01,PROP-0067,401 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Residential Condo,Cameron Brooks,Avery Johnson,Vendor Invoice Review,Missing GL code,Medium,Open,Invoice INV-0067-06-04092 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001531,2025-06-01,PROP-0073,1530 EAST 15 STREET,Brooklyn,MIDWOOD,Multifamily Condo,Cameron Brooks,Morgan Patel,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-06-01. Expense variance 14.8%; income variance -6.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0002196,2025-06-01,PROP-0074,30-02 39 AVENUE,Queens,LONG ISLAND CITY,Residential Condo,Cameron Brooks,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001837,2025-06-01,PROP-0122,27 KING STREET,Manhattan,SOHO,Residential Condo,Cameron Brooks,Nadia Williams,Operations/SLA Review,Overdue work order,Medium,Open,Low priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001426,2025-06-01,PROP-0138,63-36 99 STREET,Queens,REGO PARK,Multifamily Condo,Cameron Brooks,Cameron Brooks,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-06-01. Expense variance 12.3%; income variance -2.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001731,2025-06-01,PROP-0171,25 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Mixed-Use Condo,Cameron Brooks,Samira Khan,Operations/SLA Review,Overdue work order,Medium,Open,Low priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0002103,2025-06-01,PROP-0171,25 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Mixed-Use Condo,Cameron Brooks,Jordan Lee,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000363,2025-06-01,PROP-0042,205 BLEECKER STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Multifamily Condo,Casey Rivera,Casey Rivera,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0042-06-02539 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
