review_id,property_id,month,review_type,issue_category,severity,finding_description,recommendation,status,owner,synthetic_record
REV-0001294,PROP-0166,2025-08-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-08-01. Expense variance 14.8%; income variance -17.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Nadia Williams,True
REV-0001295,PROP-0099,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance -1.6%; income variance -8.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Jordan Lee,True
REV-0001296,PROP-0135,2025-04-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-04-01. Expense variance 13.0%; income variance -10.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001297,PROP-0080,2025-11-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-11-01. Expense variance -6.2%; income variance -10.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001298,PROP-0123,2025-08-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-08-01. Expense variance -5.6%; income variance -8.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Cameron Brooks,True
REV-0001299,PROP-0013,2025-07-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-07-01. Expense variance 14.3%; income variance -19.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Morgan Patel,True
REV-0001300,PROP-0133,2025-11-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-11-01. Expense variance 17.3%; income variance -6.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Casey Rivera,True
REV-0001301,PROP-0027,2025-07-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-07-01. Expense variance 19.6%; income variance -9.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Nadia Williams,True
REV-0001302,PROP-0069,2025-02-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-02-01. Expense variance 8.9%; income variance -8.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001303,PROP-0133,2025-05-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-05-01. Expense variance 15.0%; income variance -2.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Casey Rivera,True
REV-0001304,PROP-0008,2025-02-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-02-01. Expense variance 5.4%; income variance -10.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Cameron Brooks,True
REV-0001305,PROP-0079,2025-03-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-03-01. Expense variance 16.9%; income variance -11.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001306,PROP-0106,2025-04-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-04-01. Expense variance 17.5%; income variance -8.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Riley Chen,True
REV-0001307,PROP-0045,2025-03-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-03-01. Expense variance 3.3%; income variance -10.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Nadia Williams,True
REV-0001308,PROP-0121,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance -1.9%; income variance -8.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Avery Johnson,True
REV-0001309,PROP-0026,2025-07-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-07-01. Expense variance 14.0%; income variance 1.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Avery Johnson,True
REV-0001310,PROP-0116,2025-03-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-03-01. Expense variance 8.9%; income variance -16.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Casey Rivera,True
REV-0001311,PROP-0114,2025-05-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-05-01. Expense variance 17.3%; income variance -5.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Samira Khan,True
REV-0001312,PROP-0076,2025-12-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-12-01. Expense variance 12.0%; income variance -20.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Drew Thompson,True
REV-0001313,PROP-0080,2025-01-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-01-01. Expense variance 0.4%; income variance -11.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001314,PROP-0158,2025-07-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-07-01. Expense variance 13.8%; income variance -0.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Morgan Patel,True
REV-0001315,PROP-0056,2025-06-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-06-01. Expense variance 13.6%; income variance -7.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Morgan Patel,True
REV-0001316,PROP-0103,2025-08-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-08-01. Expense variance 17.4%; income variance -7.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Drew Thompson,True
REV-0001317,PROP-0131,2025-12-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-12-01. Expense variance 19.0%; income variance -1.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001318,PROP-0022,2025-09-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-09-01. Expense variance 15.3%; income variance 1.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Drew Thompson,True
REV-0001319,PROP-0095,2025-03-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-03-01. Expense variance 20.2%; income variance -0.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Jordan Lee,True
REV-0001320,PROP-0122,2025-04-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-04-01. Expense variance 12.8%; income variance -4.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Taylor Morgan,True
REV-0001321,PROP-0073,2025-08-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-08-01. Expense variance 3.2%; income variance -8.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Casey Rivera,True
REV-0001322,PROP-0007,2025-07-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-07-01. Expense variance 2.2%; income variance -10.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Drew Thompson,True
REV-0001323,PROP-0066,2025-09-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-09-01. Expense variance 14.6%; income variance -7.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001324,PROP-0047,2025-03-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-03-01. Expense variance 15.0%; income variance 0.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001325,PROP-0048,2025-06-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-06-01. Expense variance -3.2%; income variance -9.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Samira Khan,True
REV-0001326,PROP-0129,2025-09-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-09-01. Expense variance 15.0%; income variance -4.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001327,PROP-0102,2025-11-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-11-01. Expense variance 5.3%; income variance -13.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Jordan Lee,True
REV-0001328,PROP-0103,2025-06-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-06-01. Expense variance 2.2%; income variance -10.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Avery Johnson,True
REV-0001329,PROP-0120,2025-09-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-09-01. Expense variance 6.0%; income variance -13.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001330,PROP-0003,2025-11-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-11-01. Expense variance 17.0%; income variance -2.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Casey Rivera,True
REV-0001331,PROP-0064,2025-08-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-08-01. Expense variance 11.5%; income variance -16.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001332,PROP-0159,2025-06-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-06-01. Expense variance 2.1%; income variance -9.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Casey Rivera,True
REV-0001333,PROP-0060,2025-03-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-03-01. Expense variance 0.9%; income variance -8.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Avery Johnson,True
REV-0001334,PROP-0095,2025-09-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-09-01. Expense variance 14.9%; income variance -6.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Jordan Lee,True
REV-0001335,PROP-0158,2025-06-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-06-01. Expense variance 19.8%; income variance -5.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Cameron Brooks,True
REV-0001336,PROP-0133,2025-06-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-06-01. Expense variance 21.9%; income variance -6.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Casey Rivera,True
REV-0001337,PROP-0137,2025-04-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-04-01. Expense variance 19.8%; income variance -3.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Riley Chen,True
REV-0001338,PROP-0097,2025-09-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-09-01. Expense variance 15.8%; income variance -8.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001339,PROP-0028,2025-12-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-12-01. Expense variance 18.0%; income variance -8.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Drew Thompson,True
REV-0001340,PROP-0095,2025-08-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-08-01. Expense variance 14.1%; income variance -3.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001341,PROP-0010,2025-12-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-12-01. Expense variance 20.4%; income variance -4.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001342,PROP-0048,2025-03-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-03-01. Expense variance 6.6%; income variance -9.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001343,PROP-0002,2025-02-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-02-01. Expense variance 4.7%; income variance -10.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001344,PROP-0036,2025-06-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-06-01. Expense variance 13.1%; income variance -13.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001345,PROP-0052,2025-07-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-07-01. Expense variance 12.1%; income variance -10.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Avery Johnson,True
REV-0001346,PROP-0115,2025-11-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-11-01. Expense variance -2.0%; income variance -9.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Cameron Brooks,True
REV-0001347,PROP-0087,2025-10-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-10-01. Expense variance 13.5%; income variance -14.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Cameron Brooks,True
REV-0001348,PROP-0076,2025-03-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-03-01. Expense variance 2.8%; income variance -16.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Morgan Patel,True
REV-0001349,PROP-0015,2025-10-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-10-01. Expense variance 13.9%; income variance -10.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Drew Thompson,True
REV-0001350,PROP-0144,2025-06-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-06-01. Expense variance 0.4%; income variance -12.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001351,PROP-0119,2025-03-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-03-01. Expense variance 21.6%; income variance 0.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Cameron Brooks,True
REV-0001352,PROP-0171,2025-01-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-01-01. Expense variance 1.0%; income variance -8.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001353,PROP-0158,2025-10-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-10-01. Expense variance 10.5%; income variance -8.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Samira Khan,True
REV-0001354,PROP-0171,2025-04-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-04-01. Expense variance 12.2%; income variance -4.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001355,PROP-0092,2025-07-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-07-01. Expense variance 6.4%; income variance -11.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Samira Khan,True
REV-0001356,PROP-0010,2025-09-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-09-01. Expense variance 23.7%; income variance -12.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Riley Chen,True
REV-0001357,PROP-0041,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance 4.8%; income variance -11.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Riley Chen,True
REV-0001358,PROP-0078,2025-10-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-10-01. Expense variance 8.6%; income variance -9.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Jordan Lee,True
REV-0001359,PROP-0004,2025-12-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-12-01. Expense variance 14.4%; income variance -12.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Jordan Lee,True
REV-0001360,PROP-0069,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance 9.7%; income variance -11.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Drew Thompson,True
REV-0001361,PROP-0075,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance 11.2%; income variance -11.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Nadia Williams,True
REV-0001362,PROP-0095,2025-10-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-10-01. Expense variance 12.6%; income variance -6.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Drew Thompson,True
REV-0001363,PROP-0005,2025-01-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-01-01. Expense variance 6.9%; income variance -21.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Taylor Morgan,True
REV-0001364,PROP-0087,2025-07-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-07-01. Expense variance 7.0%; income variance -8.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Casey Rivera,True
REV-0001365,PROP-0175,2025-10-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-10-01. Expense variance 20.0%; income variance -3.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Avery Johnson,True
REV-0001366,PROP-0079,2025-09-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-09-01. Expense variance 12.6%; income variance -7.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Jordan Lee,True
REV-0001367,PROP-0133,2025-04-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-04-01. Expense variance 4.2%; income variance -9.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Taylor Morgan,True
REV-0001368,PROP-0132,2025-05-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-05-01. Expense variance 15.4%; income variance -7.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Nadia Williams,True
REV-0001369,PROP-0019,2025-06-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-06-01. Expense variance 16.7%; income variance -3.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Avery Johnson,True
REV-0001370,PROP-0023,2025-11-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-11-01. Expense variance 5.9%; income variance -15.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Jordan Lee,True
REV-0001371,PROP-0114,2025-02-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-02-01. Expense variance 9.1%; income variance -13.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Jordan Lee,True
REV-0001372,PROP-0082,2025-08-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-08-01. Expense variance 16.6%; income variance -5.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Taylor Morgan,True
REV-0001373,PROP-0170,2025-05-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-05-01. Expense variance 23.7%; income variance -10.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Morgan Patel,True
REV-0001374,PROP-0095,2025-11-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-11-01. Expense variance 18.0%; income variance -3.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Jordan Lee,True
REV-0001375,PROP-0016,2025-02-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-02-01. Expense variance 9.9%; income variance -22.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Taylor Morgan,True
REV-0001376,PROP-0148,2025-07-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-07-01. Expense variance 6.1%; income variance -9.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Taylor Morgan,True
REV-0001377,PROP-0013,2025-12-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-12-01. Expense variance 12.8%; income variance -10.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Taylor Morgan,True
REV-0001378,PROP-0119,2025-01-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-01-01. Expense variance 14.6%; income variance -4.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Morgan Patel,True
REV-0001379,PROP-0137,2025-12-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-12-01. Expense variance 7.9%; income variance -11.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001380,PROP-0126,2025-04-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-04-01. Expense variance 15.4%; income variance -8.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001381,PROP-0144,2025-08-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-08-01. Expense variance 12.8%; income variance -5.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Casey Rivera,True
REV-0001382,PROP-0151,2025-01-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-01-01. Expense variance 8.8%; income variance -9.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001383,PROP-0104,2025-02-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-02-01. Expense variance 11.6%; income variance -10.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Taylor Morgan,True
REV-0001384,PROP-0143,2025-11-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-11-01. Expense variance 15.1%; income variance -14.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Cameron Brooks,True
REV-0001385,PROP-0113,2025-05-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-05-01. Expense variance 17.3%; income variance -4.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Riley Chen,True
REV-0001386,PROP-0020,2025-02-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-02-01. Expense variance 4.6%; income variance -10.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Morgan Patel,True
REV-0001387,PROP-0169,2025-02-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-02-01. Expense variance 3.2%; income variance -14.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Samira Khan,True
REV-0001388,PROP-0029,2025-10-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-10-01. Expense variance 1.8%; income variance -14.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Morgan Patel,True
REV-0001389,PROP-0059,2025-02-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-02-01. Expense variance 0.4%; income variance -8.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Cameron Brooks,True
REV-0001390,PROP-0002,2025-01-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-01-01. Expense variance 5.8%; income variance -11.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Samira Khan,True
REV-0001391,PROP-0077,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance 7.6%; income variance -9.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Taylor Morgan,True
REV-0001392,PROP-0027,2025-04-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-04-01. Expense variance 21.6%; income variance -11.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001393,PROP-0174,2025-03-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-03-01. Expense variance 22.3%; income variance -9.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Taylor Morgan,True
REV-0001394,PROP-0004,2025-04-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-04-01. Expense variance 13.5%; income variance -14.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Samira Khan,True
REV-0001395,PROP-0105,2025-09-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-09-01. Expense variance 5.1%; income variance -17.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Samira Khan,True
REV-0001396,PROP-0005,2025-02-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-02-01. Expense variance 19.6%; income variance -12.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open,Jordan Lee,True
REV-0001397,PROP-0126,2025-10-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-10-01. Expense variance 16.7%; income variance -7.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001398,PROP-0093,2025-05-01,Monthly Financial Review,Income below budget,Medium,Income below budget detected for 2025-05-01. Expense variance 7.4%; income variance -9.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Taylor Morgan,True
REV-0001399,PROP-0174,2025-09-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-09-01. Expense variance 17.3%; income variance -1.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001400,PROP-0173,2025-07-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-07-01. Expense variance 16.1%; income variance -7.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Morgan Patel,True
REV-0001401,PROP-0084,2025-05-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-05-01. Expense variance 12.9%; income variance -3.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Avery Johnson,True
REV-0001402,PROP-0095,2025-12-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-12-01. Expense variance 16.6%; income variance -2.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Cameron Brooks,True
REV-0001403,PROP-0129,2025-12-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-12-01. Expense variance 12.8%; income variance -7.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Samira Khan,True
REV-0001404,PROP-0011,2025-03-01,Monthly Financial Review,Income below budget,High,Income below budget detected for 2025-03-01. Expense variance 7.4%; income variance -13.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Nadia Williams,True
REV-0001405,PROP-0049,2025-03-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-03-01. Expense variance 15.1%; income variance -14.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Taylor Morgan,True
REV-0001406,PROP-0122,2025-03-01,Monthly Financial Review,Expense over budget,Medium,Expense over budget detected for 2025-03-01. Expense variance 16.7%; income variance 0.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Resolved,Nadia Williams,True
REV-0001407,PROP-0109,2025-12-01,Monthly Financial Review,Expense over budget,High,Expense over budget detected for 2025-12-01. Expense variance 20.9%; income variance -9.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",In Review,Casey Rivera,True
